RESIDENTIAL_UNITS,GROSS_SQUARE_FEET,BUILDING_AGE
1.0,1432.0,89.0
1.0,1328.0,104.0
4.0,3440.0,94.0
2.0,2520.0,94.0
3.0,3040.0,123.0
3.0,1646.0,104.0
6.0,5710.0,104.0
4.0,1987.0,93.0
1.0,1520.0,54.0
4.0,4296.0,104.0
3.0,3600.0,125.0
1.0,1196.0,104.0
1.0,2052.0,99.0
3.0,2511.0,125.0
2.0,2156.0,64.0
2.0,1320.0,69.0
3.0,2000.0,114.0
2.0,1274.0,104.0
1.0,924.0,94.0
1.0,1730.0,99.0
1.0,1881.0,59.0
2.0,2424.0,104.0
2.0,1612.0,69.0
1.0,442.0,79.0
3.0,3200.0,124.0
2.0,2280.0,104.0
2.0,1890.0,84.0
4.0,6300.0,114.0
3.0,5544.0,123.0
2.0,1520.0,94.0
1.0,3464.0,149.0
1.0,1950.0,89.0
2.0,1472.0,89.0
1.0,1440.0,99.0
1.0,1452.0,39.0
2.0,2046.0,84.0
2.0,3599.0,124.0
6.0,5196.0,114.0
2.0,1748.0,123.0
1.0,1960.0,99.0
2.0,2736.0,99.0
2.0,1778.0,64.0
2.0,2076.0,104.0
2.0,2400.0,99.0
2.0,2125.0,74.0
1.0,2400.0,114.0
2.0,2100.0,123.0
1.0,2237.0,125.0
4.0,3520.0,93.0
3.0,3592.0,125.0
1.0,1670.0,104.0
1.0,1568.0,94.0
1.0,1280.0,39.0
3.0,1944.0,114.0
3.0,2700.0,125.0
2.0,1184.0,94.0
1.0,1034.0,104.0
2.0,1800.0,125.0
3.0,3013.0,59.0
2.0,2430.0,99.0
1.0,2052.0,94.0
1.0,7200.0,21.0
2.0,2864.0,99.0
1.0,1696.0,89.0
1.0,1670.0,99.0
2.0,3920.0,125.0
2.0,2133.0,79.0
2.0,2120.0,114.0
1.0,1112.0,99.0
2.0,4170.0,109.0
2.0,2200.0,93.0
2.0,3004.0,123.0
2.0,1184.0,104.0
1.0,1440.0,119.0
2.0,3540.0,123.0
2.0,1200.0,125.0
1.0,1092.0,109.0
1.0,1368.0,59.0
2.0,2780.0,114.0
1.0,1674.0,94.0
2.0,3800.0,125.0
1.0,1120.0,104.0
3.0,4800.0,114.0
2.0,1844.0,84.0
1.0,1388.0,104.0
20.0,14200.0,102.0
4.0,3024.0,125.0
4.0,3200.0,99.0
2.0,1846.0,114.0
2.0,2080.0,94.0
1.0,1264.0,109.0
2.0,1692.0,99.0
2.0,1508.0,104.0
1.0,1136.0,109.0
2.0,1857.0,123.0
3.0,1800.0,114.0
2.0,1400.0,114.0
2.0,1800.0,114.0
2.0,1606.0,104.0
1.0,1300.0,104.0
3.0,5616.0,89.0
1.0,1730.0,114.0
1.0,1132.0,33.0
2.0,2490.0,99.0
5.0,3869.0,93.0
1.0,1168.0,69.0
2.0,2214.0,64.0
1.0,896.0,84.0
4.0,6794.0,115.0
8.0,3780.0,114.0
2.0,2317.0,26.0
2.0,1728.0,123.0
3.0,2280.0,123.0
3.0,2920.0,123.0
1.0,1120.0,104.0
3.0,2842.0,114.0
2.0,2324.0,125.0
2.0,2630.0,123.0
2.0,2852.0,114.0
2.0,3440.0,125.0
1.0,1496.0,99.0
2.0,2760.0,64.0
1.0,1206.0,104.0
4.0,2320.0,93.0
1.0,1152.0,109.0
2.0,1540.0,54.0
2.0,2301.0,125.0
3.0,2552.0,99.0
2.0,1400.0,64.0
2.0,2208.0,114.0
2.0,1440.0,125.0
2.0,1984.0,123.0
2.0,2144.0,104.0
2.0,2160.0,64.0
1.0,1440.0,99.0
2.0,1204.0,99.0
2.0,2700.0,104.0
1.0,1536.0,104.0
1.0,1692.0,125.0
2.0,906.0,84.0
3.0,1995.0,114.0
8.0,8495.0,119.0
2.0,2260.0,104.0
2.0,2928.0,123.0
3.0,3360.0,123.0
2.0,1260.0,109.0
3.0,2106.0,104.0
1.0,3040.0,125.0
1.0,1320.0,114.0
1.0,1404.0,99.0
1.0,1376.0,104.0
2.0,1432.0,94.0
2.0,2189.0,125.0
4.0,3750.0,104.0
1.0,1026.0,114.0
2.0,1056.0,84.0
2.0,2184.0,99.0
2.0,1204.0,99.0
1.0,1804.0,99.0
1.0,924.0,104.0
12.0,10320.0,97.0
2.0,1432.0,94.0
1.0,3730.0,114.0
2.0,1160.0,114.0
3.0,2625.0,125.0
2.0,1859.0,114.0
2.0,2060.0,114.0
2.0,1632.0,104.0
1.0,1263.0,89.0
1.0,1156.0,99.0
2.0,1622.0,94.0
1.0,1729.0,59.0
4.0,4608.0,104.0
3.0,3828.0,109.0
6.0,4920.0,93.0
3.0,3200.0,119.0
2.0,2409.0,123.0
2.0,2794.0,32.0
2.0,1680.0,94.0
2.0,3300.0,114.0
1.0,1588.0,123.0
1.0,1260.0,94.0
2.0,2560.0,99.0
46.0,35200.0,98.0
2.0,3200.0,114.0
1.0,2242.0,123.0
3.0,3878.0,59.0
2.0,1836.0,99.0
1.0,1638.0,99.0
1.0,1152.0,64.0
2.0,2750.0,104.0
6.0,3750.0,113.0
2.0,3761.0,124.0
2.0,2214.0,64.0
1.0,1795.0,6.0
2.0,2100.0,114.0
2.0,1792.0,99.0
2.0,1998.0,84.0
3.0,2700.0,24.0
2.0,1960.0,119.0
2.0,2160.0,114.0
2.0,1842.0,69.0
2.0,2634.0,109.0
2.0,5374.0,119.0
2.0,1440.0,125.0
4.0,3300.0,104.0
8.0,6000.0,93.0
3.0,2712.0,125.0
1.0,2665.0,125.0
1.0,1408.0,94.0
1.0,1368.0,123.0
2.0,3880.0,183.0
2.0,2700.0,20.0
1.0,946.0,89.0
1.0,2205.0,79.0
1.0,1890.0,84.0
1.0,2680.0,99.0
3.0,3515.0,18.0
2.0,3300.0,18.0
1.0,1938.0,99.0
1.0,1456.0,104.0
2.0,2176.0,109.0
2.0,2104.0,114.0
3.0,1984.0,125.0
2.0,1551.0,69.0
3.0,3135.0,59.0
3.0,2532.0,18.0
2.0,1544.0,74.0
2.0,2250.0,123.0
3.0,5400.0,119.0
2.0,1560.0,69.0
1.0,2250.0,99.0
2.0,2160.0,114.0
1.0,2330.0,109.0
1.0,1360.0,94.0
2.0,3240.0,114.0
2.0,1552.0,114.0
3.0,3748.0,129.0
1.0,3330.0,123.0
1.0,1536.0,94.0
3.0,3036.0,114.0
2.0,1666.0,99.0
1.0,2520.0,104.0
2.0,2208.0,119.0
2.0,2001.0,125.0
3.0,2442.0,16.0
1.0,2320.0,99.0
2.0,1727.0,79.0
1.0,1280.0,99.0
1.0,1024.0,84.0
1.0,1808.0,104.0
1.0,1134.0,32.0
3.0,2925.0,123.0
2.0,3120.0,119.0
6.0,5100.0,113.0
2.0,2730.0,123.0
2.0,2018.0,64.0
3.0,3597.0,4.0
32.0,26890.0,40.0
1.0,2640.0,125.0
1.0,2250.0,119.0
2.0,1752.0,119.0
1.0,1730.0,99.0
1.0,1392.0,99.0
2.0,2430.0,125.0
3.0,2850.0,114.0
1.0,1696.0,89.0
2.0,2100.0,5.0
1.0,2862.0,125.0
1.0,2697.0,99.0
25.0,19890.0,112.0
7.0,5720.0,124.0
1.0,2022.0,104.0
3.0,3042.0,109.0
6.0,4125.0,88.0
1.0,2094.0,31.0
2.0,1782.0,114.0
2.0,3600.0,125.0
2.0,2976.0,94.0
2.0,1840.0,125.0
3.0,3600.0,125.0
1.0,1148.0,38.0
3.0,3420.0,93.0
2.0,2160.0,94.0
2.0,1624.0,114.0
2.0,1822.0,99.0
6.0,4866.0,104.0
2.0,2400.0,94.0
1.0,1748.0,99.0
2.0,1204.0,104.0
3.0,3048.0,125.0
2.0,1540.0,69.0
1.0,2040.0,123.0
2.0,1230.0,104.0
3.0,1627.0,74.0
2.0,1648.0,104.0
1.0,1750.0,114.0
3.0,3144.0,114.0
1.0,1312.0,94.0
1.0,1632.0,99.0
1.0,1650.0,99.0
8.0,7000.0,93.0
1.0,928.0,79.0
2.0,1840.0,64.0
3.0,2442.0,16.0
3.0,3520.0,114.0
1.0,1763.0,84.0
2.0,2560.0,104.0
2.0,2096.0,99.0
6.0,4500.0,118.0
1.0,1146.0,99.0
2.0,1532.0,125.0
2.0,2646.0,21.0
3.0,2980.0,64.0
3.0,2778.0,104.0
1.0,1280.0,104.0
3.0,2773.0,64.0
2.0,5934.0,123.0
2.0,2704.0,119.0
3.0,2400.0,123.0
1.0,2150.0,104.0
2.0,1541.0,94.0
2.0,2244.0,69.0
1.0,3360.0,26.0
1.0,1064.0,99.0
1.0,1440.0,99.0
2.0,2352.0,99.0
2.0,1419.0,84.0
1.0,1592.0,84.0
1.0,1610.0,125.0
2.0,2000.0,89.0
2.0,2376.0,109.0
2.0,2232.0,104.0
1.0,1765.0,114.0
3.0,2700.0,123.0
2.0,2000.0,125.0
2.0,1530.0,123.0
2.0,2128.0,123.0
1.0,1665.0,54.0
1.0,2309.0,125.0
3.0,3736.0,54.0
3.0,3360.0,125.0
2.0,1575.0,74.0
1.0,2136.0,114.0
1.0,2680.0,99.0
1.0,1118.0,99.0
1.0,1482.0,104.0
1.0,1300.0,104.0
1.0,4039.0,89.0
2.0,3090.0,94.0
2.0,2688.0,64.0
2.0,1765.0,89.0
1.0,1350.0,104.0
3.0,4152.0,99.0
2.0,1548.0,104.0
3.0,3000.0,104.0
3.0,4284.0,99.0
1.0,1344.0,99.0
1.0,984.0,104.0
3.0,2250.0,125.0
2.0,2160.0,84.0
4.0,2580.0,94.0
1.0,1553.0,79.0
2.0,2172.0,49.0
2.0,5616.0,49.0
4.0,2418.0,99.0
1.0,1309.0,94.0
3.0,2796.0,114.0
2.0,2538.0,125.0
4.0,2800.0,93.0
2.0,2375.0,99.0
3.0,3148.0,123.0
4.0,3510.0,94.0
1.0,1262.0,99.0
4.0,3073.0,93.0
1.0,1240.0,99.0
1.0,1088.0,64.0
2.0,2502.0,104.0
2.0,2880.0,125.0
3.0,3300.0,6.0
1.0,1872.0,64.0
1.0,1132.0,104.0
3.0,3264.0,124.0
1.0,2376.0,125.0
3.0,3000.0,104.0
1.0,1356.0,33.0
3.0,2787.0,123.0
2.0,2820.0,19.0
2.0,2128.0,94.0
2.0,1764.0,114.0
1.0,2132.0,104.0
1.0,1040.0,114.0
3.0,1296.0,114.0
1.0,840.0,99.0
3.0,2120.0,114.0
1.0,1204.0,99.0
1.0,1116.0,74.0
3.0,2574.0,18.0
1.0,1132.0,34.0
3.0,2512.0,94.0
2.0,1800.0,104.0
2.0,2080.0,114.0
2.0,2544.0,99.0
2.0,1800.0,59.0
2.0,2465.0,125.0
2.0,2940.0,114.0
2.0,3900.0,99.0
2.0,2800.0,125.0
2.0,2094.0,114.0
2.0,1680.0,104.0
1.0,1280.0,94.0
2.0,2700.0,125.0
6.0,5250.0,93.0
3.0,2080.0,114.0
3.0,3104.0,123.0
2.0,2096.0,100.0
1.0,3360.0,104.0
8.0,6000.0,93.0
2.0,2000.0,99.0
2.0,1760.0,94.0
3.0,2560.0,94.0
1.0,2835.0,89.0
2.0,2214.0,64.0
1.0,836.0,79.0
2.0,2300.0,84.0
2.0,1998.0,54.0
2.0,1344.0,94.0
1.0,1200.0,89.0
1.0,1036.0,104.0
1.0,1544.0,104.0
1.0,4182.0,89.0
6.0,4200.0,94.0
3.0,3300.0,125.0
1.0,2000.0,89.0
1.0,1620.0,37.0
2.0,2532.0,104.0
1.0,1432.0,119.0
2.0,2464.0,20.0
1.0,1134.0,89.0
2.0,2106.0,99.0
2.0,3645.0,99.0
1.0,1128.0,38.0
1.0,2208.0,123.0
1.0,1082.0,69.0
2.0,2000.0,109.0
1.0,2537.0,125.0
1.0,1968.0,64.0
1.0,750.0,99.0
1.0,1440.0,104.0
2.0,3156.0,123.0
4.0,3116.0,99.0
3.0,2961.0,20.0
1.0,1132.0,33.0
4.0,3360.0,93.0
4.0,3420.0,93.0
4.0,2400.0,124.0
2.0,1960.0,114.0
3.0,2961.0,20.0
2.0,2842.0,69.0
3.0,2980.0,59.0
2.0,1548.0,104.0
6.0,3900.0,94.0
2.0,1778.0,109.0
1.0,1488.0,119.0
2.0,2280.0,114.0
2.0,2310.0,114.0
4.0,3520.0,93.0
1.0,1316.0,89.0
2.0,1568.0,94.0
1.0,2100.0,124.0
1.0,1145.0,69.0
4.0,3600.0,104.0
1.0,1420.0,79.0
1.0,1200.0,104.0
2.0,2100.0,26.0
3.0,2016.0,94.0
3.0,3144.0,123.0
1.0,1167.0,99.0
2.0,4176.0,114.0
2.0,2184.0,69.0
2.0,2530.0,64.0
2.0,1904.0,31.0
1.0,1129.0,99.0
2.0,1360.0,44.0
2.0,1740.0,99.0
2.0,3520.0,125.0
1.0,1384.0,104.0
1.0,2540.0,125.0
1.0,5213.0,6.0
3.0,3000.0,94.0
4.0,4400.0,94.0
1.0,1425.0,99.0
3.0,2300.0,94.0
2.0,1908.0,114.0
2.0,2100.0,125.0
3.0,2832.0,69.0
3.0,2480.0,94.0
6.0,3420.0,94.0
2.0,1596.0,69.0
1.0,1064.0,104.0
2.0,1691.0,94.0
2.0,2480.0,99.0
1.0,3645.0,125.0
2.0,2475.0,125.0
3.0,3410.0,94.0
2.0,1960.0,114.0
1.0,3504.0,94.0
2.0,1577.0,64.0
1.0,1296.0,24.0
3.0,2988.0,99.0
3.0,1970.0,114.0
2.0,1888.0,94.0
1.0,2520.0,125.0
1.0,1125.0,49.0
2.0,2160.0,99.0
3.0,4839.0,104.0
1.0,938.0,94.0
1.0,1644.0,94.0
2.0,1517.0,49.0
2.0,1728.0,125.0
2.0,4292.0,94.0
2.0,992.0,74.0
1.0,1312.0,99.0
1.0,1404.0,104.0
6.0,4725.0,93.0
2.0,1944.0,64.0
1.0,1948.0,114.0
3.0,2200.0,99.0
4.0,2520.0,93.0
3.0,1750.0,114.0
2.0,1920.0,93.0
1.0,1296.0,64.0
1.0,3528.0,114.0
2.0,2024.0,99.0
10.0,11743.0,109.0
8.0,5500.0,6.0
64.0,48000.0,99.0
2.0,2280.0,104.0
1.0,1408.0,104.0
1.0,2095.0,99.0
4.0,3600.0,114.0
6.0,4500.0,94.0
2.0,2328.0,123.0
1.0,2454.0,64.0
2.0,1200.0,114.0
2.0,2034.0,89.0
2.0,2494.0,125.0
4.0,3696.0,94.0
2.0,1584.0,84.0
3.0,3072.0,114.0
4.0,2640.0,114.0
1.0,952.0,104.0
2.0,1881.0,69.0
3.0,3200.0,93.0
2.0,1635.0,79.0
2.0,2275.0,64.0
3.0,2898.0,125.0
1.0,1376.0,99.0
1.0,1036.0,99.0
2.0,2200.0,125.0
2.0,2210.0,109.0
2.0,2700.0,99.0
9.0,7220.0,125.0
2.0,2023.0,74.0
1.0,1808.0,99.0
1.0,1216.0,99.0
2.0,1916.0,31.0
1.0,1326.0,99.0
2.0,2100.0,87.0
2.0,909.0,84.0
8.0,6760.0,93.0
1.0,1232.0,99.0
2.0,800.0,79.0
1.0,3600.0,26.0
2.0,1656.0,114.0
1.0,1461.0,99.0
3.0,2645.0,74.0
2.0,1610.0,84.0
1.0,3410.0,1.0
1.0,2670.0,99.0
1.0,1666.0,104.0
2.0,1230.0,99.0
2.0,2744.0,123.0
3.0,2899.0,99.0
4.0,3000.0,94.0
3.0,3560.0,64.0
2.0,3666.0,114.0
2.0,2700.0,99.0
1.0,1280.0,109.0
2.0,1920.0,125.0
1.0,1890.0,84.0
2.0,2000.0,84.0
2.0,1608.0,99.0
2.0,1635.0,69.0
3.0,3000.0,123.0
17.0,20255.0,7.0
2.0,1208.0,89.0
3.0,4168.0,125.0
8.0,5208.0,104.0
3.0,3525.0,114.0
2.0,1260.0,99.0
2.0,8568.0,32.0
2.0,1890.0,104.0
1.0,3000.0,29.0
1.0,2578.0,104.0
1.0,1122.0,99.0
4.0,3280.0,94.0
25.0,20250.0,100.0
12.0,13171.0,5.0
2.0,2240.0,94.0
2.0,2772.0,123.0
2.0,3090.0,125.0
1.0,1709.0,99.0
2.0,3512.0,125.0
1.0,1576.0,114.0
1.0,1280.0,99.0
2.0,2000.0,94.0
2.0,1344.0,104.0
1.0,1472.0,94.0
2.0,2400.0,109.0
5.0,3600.0,125.0
1.0,2881.0,104.0
2.0,1704.0,79.0
2.0,1440.0,123.0
1.0,1568.0,99.0
1.0,1400.0,119.0
1.0,968.0,114.0
2.0,2120.0,94.0
2.0,1152.0,94.0
2.0,2520.0,125.0
1.0,1734.0,94.0
20.0,14984.0,93.0
1.0,1254.0,99.0
3.0,2700.0,123.0
1.0,1662.0,104.0
2.0,2769.0,21.0
3.0,1600.0,104.0
2.0,3664.0,125.0
2.0,2652.0,17.0
1.0,1740.0,104.0
2.0,2052.0,31.0
3.0,2961.0,99.0
2.0,1914.0,84.0
3.0,3024.0,99.0
2.0,2302.0,99.0
3.0,2843.0,114.0
2.0,2080.0,114.0
2.0,2700.0,21.0
2.0,1694.0,79.0
3.0,2820.0,109.0
1.0,1785.0,94.0
1.0,1570.0,89.0
1.0,1572.0,99.0
2.0,2108.0,94.0
2.0,1700.0,104.0
4.0,3096.0,101.0
2.0,2160.0,94.0
2.0,2430.0,15.0
2.0,3000.0,125.0
1.0,924.0,94.0
53.0,48000.0,104.0
3.0,3300.0,114.0
6.0,5412.0,104.0
3.0,3850.0,54.0
3.0,2400.0,125.0
4.0,3492.0,94.0
3.0,3068.0,114.0
2.0,2240.0,99.0
4.0,1680.0,93.0
2.0,1836.0,59.0
2.0,1820.0,69.0
2.0,1800.0,69.0
1.0,1152.0,109.0
2.0,2280.0,114.0
24.0,19300.0,99.0
2.0,1938.0,74.0
2.0,2623.0,27.0
2.0,3104.0,114.0
3.0,3741.0,17.0
1.0,2344.0,109.0
1.0,1504.0,89.0
2.0,2260.0,99.0
2.0,2192.0,114.0
2.0,4108.0,125.0
1.0,5160.0,84.0
2.0,3288.0,74.0
3.0,2160.0,104.0
2.0,2072.0,79.0
2.0,3360.0,94.0
2.0,2123.0,74.0
2.0,2598.0,125.0
1.0,2700.0,99.0
3.0,3003.0,84.0
2.0,2160.0,125.0
4.0,3388.0,99.0
2.0,2592.0,94.0
3.0,2915.0,59.0
1.0,5777.0,114.0
3.0,2609.0,1.0
1.0,1079.0,99.0
2.0,1820.0,69.0
3.0,2142.0,123.0
2.0,2532.0,114.0
1.0,1980.0,89.0
3.0,2170.0,74.0
2.0,3500.0,125.0
2.0,1782.0,89.0
3.0,3000.0,23.0
2.0,3630.0,84.0
2.0,2487.0,15.0
2.0,2200.0,104.0
2.0,1296.0,114.0
32.0,27530.0,41.0
7.0,6400.0,104.0
1.0,1112.0,99.0
4.0,4132.0,94.0
1.0,1568.0,99.0
3.0,2520.0,18.0
2.0,3280.0,123.0
1.0,1664.0,94.0
2.0,2370.0,104.0
3.0,2425.0,125.0
2.0,2125.0,69.0
2.0,2518.0,119.0
1.0,1280.0,99.0
1.0,1800.0,119.0
2.0,2140.0,25.0
1.0,2994.0,104.0
2.0,2430.0,123.0
2.0,3692.0,64.0
2.0,2400.0,125.0
2.0,1734.0,13.0
1.0,1796.0,94.0
1.0,1400.0,94.0
2.0,1880.0,79.0
1.0,1024.0,104.0
2.0,2948.0,114.0
8.0,10800.0,111.0
3.0,3600.0,104.0
2.0,2280.0,125.0
1.0,720.0,94.0
1.0,2240.0,123.0
5.0,3510.0,114.0
1.0,1036.0,99.0
1.0,1456.0,104.0
2.0,2520.0,114.0
8.0,6160.0,93.0
2.0,1848.0,74.0
2.0,3300.0,123.0
2.0,1770.0,99.0
2.0,2430.0,125.0
2.0,2160.0,99.0
1.0,1648.0,64.0
3.0,3750.0,93.0
2.0,2251.0,64.0
1.0,1844.0,114.0
1.0,840.0,99.0
2.0,2880.0,114.0
3.0,5375.0,179.0
8.0,3500.0,94.0
3.0,1764.0,123.0
1.0,2028.0,94.0
3.0,2712.0,64.0
2.0,2052.0,125.0
6.0,5062.0,88.0
1.0,1528.0,99.0
3.0,2680.0,104.0
1.0,1097.0,84.0
1.0,1184.0,104.0
2.0,2940.0,125.0
3.0,3000.0,119.0
2.0,2224.0,104.0
2.0,1764.0,123.0
4.0,3198.0,94.0
4.0,3198.0,94.0
1.0,1135.0,99.0
1.0,2955.0,125.0
2.0,1998.0,99.0
3.0,3296.0,125.0
2.0,2156.0,84.0
2.0,1280.0,94.0
1.0,1536.0,99.0
2.0,2717.0,89.0
1.0,909.0,84.0
2.0,2160.0,123.0
1.0,1070.0,79.0
3.0,2320.0,94.0
4.0,3510.0,93.0
1.0,1440.0,64.0
1.0,1472.0,104.0
2.0,1596.0,74.0
2.0,2240.0,89.0
4.0,5880.0,93.0
2.0,3674.0,94.0
19.0,12730.0,86.0
2.0,2241.0,125.0
1.0,2083.0,104.0
2.0,2280.0,125.0
3.0,1404.0,119.0
1.0,3866.0,114.0
2.0,2800.0,89.0
3.0,2820.0,114.0
2.0,3731.0,123.0
1.0,924.0,99.0
2.0,2320.0,99.0
2.0,1560.0,64.0
3.0,3628.0,94.0
2.0,2690.0,69.0
2.0,2000.0,59.0
1.0,1810.0,119.0
1.0,2070.0,104.0
3.0,3168.0,59.0
1.0,1664.0,104.0
1.0,1456.0,104.0
2.0,2770.0,94.0
2.0,1800.0,99.0
2.0,2128.0,114.0
3.0,2757.0,18.0
1.0,1494.0,114.0
3.0,2208.0,94.0
2.0,3072.0,94.0
3.0,2950.0,59.0
2.0,1428.0,104.0
2.0,1976.0,123.0
1.0,1212.0,94.0
3.0,3200.0,125.0
2.0,1440.0,99.0
2.0,2162.0,114.0
2.0,1956.0,74.0
8.0,7313.0,125.0
2.0,3200.0,114.0
3.0,3762.0,55.0
4.0,2856.0,93.0
2.0,2040.0,123.0
1.0,2615.0,114.0
3.0,2080.0,104.0
2.0,1745.0,74.0
3.0,3420.0,94.0
1.0,4160.0,7.0
2.0,2000.0,104.0
1.0,1750.0,99.0
3.0,2700.0,114.0
2.0,2210.0,69.0
4.0,2646.0,124.0
2.0,1824.0,99.0
5.0,4875.0,104.0
2.0,3678.0,99.0
4.0,3280.0,93.0
8.0,7984.0,119.0
3.0,3000.0,123.0
1.0,3422.0,104.0
8.0,3960.0,119.0
3.0,3120.0,59.0
3.0,2700.0,125.0
2.0,5000.0,123.0
3.0,4028.0,30.0
1.0,2016.0,104.0
1.0,1134.0,32.0
2.0,2160.0,123.0
2.0,1752.0,94.0
2.0,1092.0,99.0
1.0,1608.0,99.0
2.0,1716.0,64.0
1.0,1192.0,99.0
1.0,1344.0,99.0
1.0,4100.0,123.0
2.0,1640.0,99.0
1.0,1064.0,99.0
8.0,7500.0,96.0
2.0,1204.0,104.0
1.0,1440.0,99.0
1.0,1689.0,79.0
2.0,2598.0,24.0
6.0,3750.0,94.0
2.0,1537.0,59.0
1.0,2586.0,99.0
2.0,2788.0,125.0
3.0,3094.0,125.0
2.0,1600.0,114.0
1.0,1072.0,94.0
3.0,2688.0,54.0
1.0,2907.0,104.0
6.0,3402.0,104.0
2.0,2400.0,104.0
2.0,1258.0,104.0
4.0,2646.0,93.0
6.0,3608.0,119.0
1.0,1710.0,84.0
4.0,4224.0,109.0
2.0,2790.0,125.0
2.0,1252.0,123.0
2.0,2200.0,114.0
9.0,9000.0,180.0
1.0,3112.0,104.0
1.0,896.0,79.0
2.0,2365.0,84.0
2.0,1824.0,125.0
1.0,1472.0,114.0
1.0,1080.0,69.0
2.0,2048.0,99.0
2.0,2640.0,123.0
1.0,3172.0,123.0
2.0,2720.0,20.0
3.0,3080.0,99.0
7.0,6880.0,94.0
1.0,1600.0,104.0
4.0,2464.0,124.0
2.0,2380.0,64.0
3.0,4290.0,19.0
2.0,3096.0,125.0
1.0,2430.0,114.0
3.0,3151.0,17.0
1.0,1326.0,125.0
2.0,2640.0,94.0
2.0,3252.0,125.0
2.0,1596.0,104.0
3.0,2736.0,125.0
2.0,2484.0,114.0
4.0,3116.0,101.0
4.0,4900.0,95.0
1.0,2532.0,99.0
2.0,1736.0,123.0
1.0,1300.0,89.0
1.0,1573.0,104.0
8.0,10360.0,93.0
1.0,1328.0,99.0
2.0,1600.0,94.0
2.0,2520.0,125.0
1.0,2286.0,114.0
2.0,2172.0,49.0
2.0,1598.0,104.0
2.0,1609.0,104.0
2.0,3635.0,114.0
2.0,1836.0,114.0
2.0,2392.0,109.0
3.0,3156.0,125.0
16.0,13036.0,107.0
2.0,1582.0,114.0
2.0,2216.0,99.0
1.0,1485.0,104.0
1.0,1584.0,104.0
2.0,2091.0,23.0
6.0,5486.0,110.0
8.0,6960.0,100.0
1.0,1464.0,99.0
3.0,1910.0,123.0
2.0,2556.0,125.0
1.0,3885.0,59.0
2.0,2052.0,79.0
3.0,2136.0,123.0
5.0,4500.0,93.0
1.0,1408.0,114.0
1.0,2880.0,123.0
1.0,1775.0,104.0
2.0,1920.0,19.0
3.0,2606.0,19.0
2.0,2016.0,64.0
1.0,1116.0,35.0
1.0,2112.0,104.0
2.0,2000.0,99.0
2.0,2700.0,119.0
1.0,1656.0,109.0
3.0,3572.0,118.0
3.0,3352.0,104.0
18.0,17314.0,109.0
2.0,2940.0,104.0
3.0,2850.0,104.0
8.0,6176.0,5.0
2.0,1760.0,79.0
3.0,2322.0,123.0
2.0,2640.0,99.0
1.0,1472.0,99.0
2.0,1869.0,84.0
2.0,4800.0,125.0
1.0,1500.0,125.0
3.0,2736.0,123.0
2.0,2265.0,99.0
1.0,2240.0,99.0
2.0,2080.0,114.0
1.0,1818.0,69.0
3.0,2272.0,104.0
2.0,3576.0,123.0
1.0,3316.0,114.0
2.0,2172.0,49.0
1.0,1080.0,109.0
2.0,1928.0,104.0
2.0,1594.0,125.0
2.0,1408.0,79.0
2.0,1120.0,104.0
1.0,1122.0,99.0
1.0,1700.0,104.0
3.0,2832.0,114.0
3.0,2609.0,1.0
5.0,6600.0,18.0
1.0,1428.0,24.0
6.0,5022.0,94.0
1.0,781.0,109.0
2.0,2205.0,69.0
1.0,2242.0,123.0
2.0,1400.0,125.0
1.0,1050.0,114.0
1.0,838.0,99.0
1.0,2350.0,79.0
3.0,1890.0,99.0
2.0,2280.0,125.0
2.0,1920.0,123.0
3.0,3024.0,114.0
2.0,3019.0,64.0
8.0,5834.0,125.0
2.0,1250.0,104.0
2.0,1024.0,84.0
2.0,2090.0,74.0
3.0,2100.0,125.0
1.0,1376.0,99.0
2.0,2484.0,74.0
1.0,3880.0,104.0
2.0,2560.0,104.0
2.0,1587.0,79.0
8.0,2531.0,94.0
1.0,1440.0,94.0
2.0,1246.0,99.0
1.0,1777.0,84.0
1.0,1309.0,94.0
2.0,4000.0,125.0
1.0,1024.0,125.0
3.0,2940.0,114.0
2.0,2166.0,59.0
1.0,1280.0,94.0
2.0,1188.0,123.0
2.0,2920.0,21.0
4.0,3120.0,101.0
2.0,2520.0,104.0
3.0,2928.0,125.0
1.0,1424.0,99.0
3.0,2772.0,123.0
1.0,2272.0,89.0
3.0,2220.0,125.0
2.0,1940.0,109.0
2.0,1408.0,104.0
2.0,1782.0,84.0
1.0,1650.0,99.0
2.0,1748.0,125.0
2.0,3373.0,125.0
2.0,3171.0,123.0
1.0,1952.0,104.0
6.0,5880.0,119.0
2.0,1568.0,114.0
3.0,2160.0,125.0
2.0,2674.0,64.0
2.0,1400.0,99.0
2.0,3000.0,64.0
1.0,1584.0,99.0
1.0,1959.0,64.0
2.0,4000.0,177.0
4.0,3160.0,97.0
1.0,1120.0,104.0
1.0,1116.0,32.0
1.0,1340.0,37.0
2.0,3640.0,183.0
4.0,3000.0,114.0
2.0,3492.0,123.0
1.0,1394.0,94.0
2.0,1043.0,119.0
1.0,5250.0,25.0
2.0,2160.0,104.0
4.0,3520.0,93.0
2.0,2992.0,79.0
5.0,5440.0,94.0
1.0,2499.0,104.0
2.0,2289.0,69.0
3.0,2593.0,54.0
2.0,1404.0,69.0
1.0,1110.0,84.0
2.0,2474.0,125.0
2.0,2280.0,99.0
